key_home,key_away,key_date,key_competition,key_referee,key_stadium,home_goals,away_goals,attendance
52,55,438,5,48,,2,2,34000
51,47,438,5,62,,1,0,54600
118,117,438,5,55,,1,0,37400
53,58,438,5,45,31,3,0,80500
59,50,439,5,42,,2,2,36100
46,62,439,5,,28,0,1,28800
49,58,440,5,44,,0,0,23400
45,56,441,5,52,,6,1,71000
62,59,441,5,135,38,1,1,46600
50,51,441,5,57,30,5,1,49000
52,57,441,5,53,,1,1,27200
105,46,441,5,50,,2,1,28200
55,118,441,5,60,33,2,1,61700
47,53,442,5,154,29,1,1,54000
117,61,442,5,46,,0,0,14600
58,47,444,5,47,36,0,1,51500
53,50,445,5,55,31,3,1,80600
57,55,445,5,49,35,1,4,29300
56,105,445,5,,34,0,1,39200
59,49,445,5,54,,1,1,38200
51,117,445,5,150,,1,1,47200
61,62,445,5,48,39,2,1,27100
46,45,446,5,42,28,0,1,30200
118,52,446,5,45,,1,1,40200
105,59,448,5,154,,1,2,30700
45,118,383,5,135,,3,2,71000
55,53,383,5,44,33,2,1,61700
49,57,383,5,51,,2,5,22900
52,61,383,5,50,,1,0,30100
117,46,383,5,57,,0,3,15800
47,56,383,5,48,29,1,1,54000
50,58,449,5,153,30,0,0,44800
62,51,449,5,58,38,0,1,47100
57,118,451,5,58,35,1,1,24500
53,49,452,5,60,31,5,1,80600
56,117,452,5,51,34,2,2,39800
59,55,452,5,46,,3,0,46100
46,52,452,5,62,28,0,0,24500
51,105,452,5,55,,0,1,52500
61,45,452,5,44,39,1,2,30200
58,62,453,5,53,36,1,2,50600
47,50,453,5,49,29,1,0,46200
55,46,454,5,45,33,3,0,60700
62,53,454,5,47,38,1,2,60000
49,47,454,5,154,,2,0,24000
52,56,454,5,49,,1,1,33400
105,50,454,5,52,,0,2,28500
118,61,454,5,54,,1,4,53400
45,51,454,5,,,9,2,71000
57,59,455,5,42,35,2,2,25500
117,58,455,5,46,,2,3,18000
46,118,458,5,48,28,3,0,28000
53,105,459,5,51,31,4,2,80400
47,117,459,5,153,29,1,0,50200
61,57,459,5,53,39,1,1,29300
56,55,459,5,57,34,0,2,42100
58,45,459,5,50,36,0,1,51500
51,49,459,5,45,,0,1,53000
59,52,460,5,135,,2,1,35100
50,62,460,5,58,30,0,0,46000
49,50,462,5,47,,3,1,24000
45,59,463,5,60,,4,0,71000
57,46,463,5,150,35,2,2,24200
52,51,463,5,44,,1,2,34000
117,53,463,5,52,,1,6,18000
118,56,463,5,55,,2,2,54600
55,61,463,5,49,33,2,2,61600
62,47,464,5,48,38,2,0,53400
105,58,464,5,,,2,0,30700
47,105,466,5,46,29,1,0,50200
53,52,468,5,50,31,2,0,80600
61,46,468,5,,39,5,0,28700
50,45,468,5,54,30,1,6,49000
51,118,468,5,62,,2,1,57000
58,55,468,5,154,36,1,0,51500
56,57,468,5,45,34,0,3,41000
62,49,469,5,42,38,2,1,50600
59,117,469,5,49,,0,1,50000
117,50,471,5,42,,2,3,15400
45,49,472,5,58,,1,0,71000
61,56,472,5,47,,1,0,30200
57,47,472,5,135,35,3,1,30000
46,59,472,5,51,28,2,1,28700
105,62,472,5,49,,3,0,30700
118,53,472,5,60,,1,2,54000
52,58,473,5,57,,0,0,34000
55,51,473,5,53,33,4,1,61600
47,55,475,5,50,29,0,1,54000
62,117,476,5,,38,0,2,48300
50,52,476,5,48,30,2,2,48000
56,46,476,5,62,34,2,2,42100
59,61,476,5,55,,0,2,40600
58,118,476,5,53,36,3,1,51500
53,45,476,5,44,31,1,1,80600
49,105,477,5,54,,2,0,24000
51,57,477,5,46,,1,1,50100
45,105,480,5,52,,3,0,71000
55,62,480,5,47,33,1,2,61700
61,50,480,5,153,39,3,1,29900
57,53,480,5,154,35,3,3,30000
56,58,480,5,49,34,1,1,42100
46,51,480,5,58,28,1,4,30200
52,47,480,5,45,,2,4,34000
117,49,480,5,150,,1,2,16700
118,59,480,5,57,,1,2,53500
53,46,484,5,46,31,1,2,80600
47,45,484,5,42,29,3,4,54000
62,52,484,5,60,38,2,2,51000
50,118,484,5,44,30,3,0,49000
59,56,484,5,152,,3,2,46100
49,55,484,5,45,,1,2,24000
105,117,484,5,55,,3,1,30100
51,61,484,5,48,,0,1,57000
58,57,484,5,54,36,2,2,51500
72,71,517,2,80,44,1,1,19600
75,73,518,2,80,46,1,0,13300
76,21,518,2,64,,1,2,21200
119,77,518,2,155,79,0,1,10600
109,79,518,2,136,71,2,3,9000
70,121,518,2,69,,2,3,12600
67,107,518,2,20,,0,1,9300
68,74,518,2,81,43,2,2,38100
69,65,518,2,70,,0,1,20300
120,66,519,2,71,80,0,1,21000
21,75,520,2,83,,1,1,47800
65,119,360,2,,,4,1,25200
74,72,360,2,67,,2,1,14200
121,120,360,2,70,,2,1,14000
73,109,360,2,78,45,1,0,11600
71,76,360,2,77,,2,1,13200
77,67,360,2,,,0,0,12600
79,69,361,2,,48,1,0,22200
66,70,361,2,75,42,2,0,33300
107,68,361,2,74,69,0,0,10500
109,65,506,2,64,71,1,1,13600
67,21,363,2,68,,2,2,8800
75,71,363,2,155,46,0,1,13200
119,74,363,2,71,79,2,2,10200
120,70,363,2,67,80,1,0,13000
69,121,363,2,136,,3,2,16200
77,107,363,2,69,47,3,0,11900
76,73,364,2,74,,4,0,20900
72,66,364,2,20,44,0,1,26400
68,79,364,2,80,43,0,0,41200
65,77,366,2,77,,3,2,25300
107,109,366,2,68,69,2,0,5900
74,75,366,2,80,,3,0,14200
70,72,366,2,136,,1,3,9600
121,76,366,2,75,,0,3,15900
73,119,366,2,,45,2,1,11100
71,120,366,2,133,,1,1,12500
79,67,367,2,78,48,1,1,18000
66,69,367,2,67,42,3,1,32800
21,68,367,2,20,,1,2,32700
68,71,508,2,65,43,2,0,43200
120,72,508,2,81,80,3,1,15800
119,21,369,2,69,79,1,1,11200
76,70,369,2,71,,0,1,25600
109,121,369,2,74,71,3,0,8600
67,73,369,2,83,,4,2,9100
77,79,369,2,64,,0,0,15100
69,74,370,2,155,,1,2,20500
65,107,370,2,75,,2,0,25700
75,66,370,2,78,46,0,1,
72,76,509,2,64,44,1,1,16700
121,68,372,2,71,,0,4,16100
74,67,372,2,,,1,1,14900
70,119,372,2,78,,3,1,12900
73,77,372,2,68,45,2,1,10600
120,75,372,2,69,80,2,0,13400
71,69,372,2,83,,2,2,13000
79,107,373,2,,48,2,2,16300
66,109,373,2,70,42,1,0,33800
21,65,373,2,74,72,1,1,43500
69,21,511,2,70,,2,0,17100
68,70,375,2,83,43,2,0,
107,73,375,2,67,69,1,0,
75,72,375,2,133,46,0,2,
119,71,375,2,20,79,0,2,
109,74,375,2,136,71,1,1,
67,121,375,2,65,,2,2,
77,66,376,2,75,47,4,1,
76,120,376,2,,,0,0,
65,79,376,2,66,,0,2,
76,75,378,2,68,,4,0,
72,109,379,2,78,44,2,3,
70,69,379,2,133,,0,1,
21,107,379,2,64,,2,0,
121,119,379,2,155,,3,2,
120,67,379,2,77,80,3,1,
71,77,379,2,69,,2,2,
73,79,380,2,74,45,1,1,
74,65,380,2,71,51,1,1,
66,68,380,2,81,42,2,2,
79,21,512,2,20,48,1,1,
68,120,381,2,136,43,1,0,
75,70,381,2,77,46,1,1,
109,71,381,2,67,71,0,4,
67,76,381,2,75,,1,1,
69,72,381,2,80,,2,1,
77,74,381,2,65,47,6,1,
107,121,382,2,66,69,0,0,
65,73,382,2,,,1,0,
119,66,382,2,83,79,1,0,
76,69,513,2,78,,2,0,22900
21,77,385,2,77,,2,1,45500
75,68,385,2,65,46,0,1,18300
72,67,385,2,136,44,3,1,15500
120,119,385,2,81,80,1,1,14500
71,73,385,2,133,,3,1,30200
74,107,386,2,69,51,4,4,15200
121,79,386,2,68,,3,1,13600
70,109,521,2,155,,2,1,14200
66,65,491,2,74,42,1,4,35400
73,74,514,2,81,45,2,0,
68,76,388,2,66,43,1,2,
119,72,388,2,133,79,1,1,
109,21,388,2,,71,0,2,
67,75,388,2,83,,2,1,
69,120,388,2,74,,1,0,
77,70,388,2,20,,3,1,
107,66,389,2,65,69,0,2,
65,121,389,2,77,,5,2,
79,71,389,2,70,48,1,0,
75,69,391,2,155,46,1,3,
21,73,392,2,69,,1,0,
76,119,392,2,20,,2,0,
121,77,392,2,64,,2,3,
120,109,392,2,68,80,1,2,
71,107,392,2,75,,2,4,
66,67,393,2,71,42,2,2,
74,79,393,2,78,51,0,4,
70,65,393,2,80,,1,1,
72,68,393,2,74,44,1,1,
74,21,522,2,67,51,2,0,14300
68,69,394,2,77,43,1,2,42200
107,70,394,2,,69,0,1,6200
119,75,394,2,70,79,3,3,11700
109,76,394,2,83,71,2,2,12500
73,121,394,2,65,45,3,0,11700
77,72,394,2,66,47,1,1,15000
65,120,395,2,133,,3,0,33200
67,71,395,2,81,,1,0,9100
79,66,395,2,64,48,1,0,28500
76,77,397,2,71,,1,0,
68,119,398,2,75,43,4,0,
75,107,398,2,68,46,1,1,
70,67,398,2,69,,0,1,
121,74,398,2,80,,2,1,
120,73,398,2,155,80,0,0,
69,109,398,2,136,,0,1,
72,79,399,2,20,44,1,0,
71,65,399,2,78,,3,0,
66,21,399,2,66,42,1,0,
107,76,401,2,155,69,0,0,
65,72,402,2,64,,1,0,
109,75,402,2,66,79,1,1,
79,70,402,2,136,48,2,2,
21,121,402,2,70,,0,0,
67,68,402,2,20,,2,1,
77,120,402,2,,,1,0,
73,66,403,2,77,45,1,2,
119,69,403,2,65,79,2,3,
74,71,403,2,83,51,1,0,
71,121,405,2,20,,0,0,
68,109,406,2,67,43,4,0,
75,77,406,2,77,46,1,1,
119,67,406,2,74,79,1,1,
70,21,406,2,78,,1,1,
72,107,406,2,71,44,3,0,
69,73,406,2,80,,2,2,
120,79,407,2,75,80,0,0,
66,74,407,2,133,42,0,3,
76,65,407,2,81,,0,1,
67,69,488,2,70,,1,0,
77,68,488,2,83,,0,4,
21,71,488,2,68,,2,0,
107,120,523,2,81,69,2,0,
109,119,523,2,64,71,2,0,
74,70,523,2,155,51,2,0,
65,75,523,2,69,,1,1,
73,72,523,2,,45,1,2,
121,66,523,2,71,,1,2,
79,76,524,2,74,48,0,0,19100
69,77,515,2,66,,2,0,13300
71,66,409,2,136,,0,1,
119,107,409,2,77,79,3,2,
70,73,409,2,133,,1,2,
72,121,409,2,67,44,4,0,
67,109,409,2,75,,3,2,
120,21,409,2,65,80,1,1,
75,79,410,2,78,46,1,1,
76,74,410,2,79,,0,2,
68,65,410,2,80,43,1,0,
73,68,413,2,68,45,0,3,14600
21,72,414,2,155,,4,1,44700
107,69,414,2,20,69,2,4,6300
74,120,414,2,69,51,2,2,16500
79,119,414,2,83,48,0,0,19700
65,67,414,2,,,3,0,30900
121,75,414,2,79,,4,2,1200
77,109,493,2,70,,2,1,14300
71,70,493,2,64,,2,0,16400
66,76,493,2,67,42,1,0,37000
76,71,419,2,80,,2,2,18400
68,107,419,2,70,43,0,0,42000
119,65,420,2,67,79,1,2,13500
75,21,420,2,75,46,2,2,13700
109,73,420,2,71,71,0,2,7400
72,74,420,2,66,44,2,0,15500
69,79,420,2,81,,0,2,22300
120,121,421,2,78,80,1,2,13000
67,77,421,2,136,,5,0,6500
70,66,421,2,77,,3,1,13500
65,109,423,2,20,,0,0,
70,120,424,2,70,,1,0,
66,72,424,2,64,42,3,2,
107,77,424,2,69,69,1,1,
74,119,424,2,,51,3,2,
73,76,424,2,155,45,0,1,
71,75,424,2,68,,2,1,
121,69,426,2,74,,0,2,
21,67,426,2,83,,0,2,
79,68,426,2,79,48,0,1,
77,65,516,2,74,47,0,2,
69,66,428,2,81,,2,2,
75,74,428,2,80,46,2,1,
119,73,428,2,136,79,2,1,
109,107,428,2,133,71,1,1,
72,70,428,2,71,44,2,0,
120,71,428,2,67,80,1,1,
76,121,429,2,75,,3,0,
67,79,429,2,66,,0,1,
68,21,429,2,77,43,1,0,
71,68,431,2,81,,0,4,
74,69,432,2,75,51,2,2,
70,76,432,2,69,,1,2,
79,77,432,2,78,48,2,0,
21,119,432,2,70,,1,1,
121,109,432,2,68,,0,0,
73,67,432,2,79,45,0,2,
107,65,433,2,64,69,3,1,
72,120,433,2,,44,3,1,
66,75,433,2,83,42,0,1,
68,121,525,2,67,43,3,1,
76,72,434,2,78,,4,1,
107,79,434,2,77,69,1,0,
75,120,434,2,74,46,1,2,
119,70,434,2,133,79,0,0,
67,74,434,2,155,,1,1,
77,73,434,2,20,47,2,1,
109,66,435,2,80,71,1,1,
69,71,435,2,71,,2,0,
65,21,435,2,66,,1,3,
21,69,437,2,69,,2,0,
66,77,438,2,68,42,1,0,
74,109,438,2,79,51,2,1,
72,75,438,2,67,44,1,0,
121,67,438,2,83,,0,1,
73,107,438,2,66,45,1,1,
71,119,438,2,75,,2,2,
79,65,439,2,70,48,0,4,27200
120,76,439,2,136,80,1,1,19200
70,68,439,2,64,,3,2,19400
67,120,440,2,64,,2,0,
69,70,441,2,83,,2,2,
107,21,441,2,136,69,1,3,
75,76,441,2,70,46,0,3,
119,121,441,2,71,79,0,0,
109,72,441,2,79,,0,1,
77,71,441,2,133,47,0,0,
65,74,442,2,78,,3,1,
79,73,442,2,68,48,0,2,
68,66,442,2,77,43,2,0,
72,69,444,2,133,44,2,0,
120,68,445,2,78,80,1,0,
76,67,445,2,75,,4,0,
74,77,445,2,69,51,1,1,
70,75,445,2,79,,1,2,
121,107,445,2,74,,1,0,
71,109,445,2,70,,0,0,
73,65,446,2,71,45,1,1,
66,119,446,2,66,42,2,1,
21,79,446,2,20,,2,1,
69,76,448,2,78,,2,2,26500
68,75,383,2,155,43,2,1,45000
107,74,383,2,133,69,1,0,6300
119,120,383,2,79,79,4,2,12600
109,70,383,2,136,,5,1,8800
73,71,383,2,83,45,0,1,12900
77,21,383,2,67,,1,3,18500
67,72,449,2,81,,2,0,11600
79,121,449,2,80,48,1,0,16000
65,66,449,2,74,,0,0,38800
66,107,451,2,70,42,0,0,
121,65,452,2,66,,4,1,
74,73,452,2,67,51,4,0,
70,77,452,2,71,,1,1,
21,109,452,2,75,,1,2,
72,119,452,2,64,44,1,1,
120,69,452,2,68,80,1,0,
75,67,453,2,20,46,1,0,
71,79,453,2,69,,0,0,
76,68,453,2,80,,2,2,
68,72,526,2,83,43,1,0,44700
119,76,454,2,155,79,2,2,19800
107,71,454,2,78,69,2,3,6500
109,120,454,2,74,71,2,2,10400
79,74,454,2,79,48,1,1,18200
69,75,454,2,69,,0,2,
77,121,454,2,136,47,3,4,17000
67,66,455,2,66,,0,1,17000
73,21,455,2,81,45,1,2,11800
65,70,455,2,133,,1,2,34700
66,79,458,2,81,42,1,0,32800
69,68,459,2,71,,0,2,28100
75,119,459,2,68,46,1,0,19100
70,107,459,2,75,,0,0,16800
72,77,459,2,78,44,3,1,17500
121,73,459,2,133,,4,0,13400
71,67,459,2,74,,3,4,11200
76,109,460,2,,,1,0,25600
120,65,460,2,67,80,1,0,20300
21,74,460,2,20,,5,0,38600
22,90,527,3,101,,5,0,38500
77,76,462,2,75,47,0,0,
119,68,463,2,136,79,0,1,
107,75,463,2,66,69,1,1,
109,69,463,2,155,71,4,2,
74,121,463,2,78,51,4,1,
79,72,463,2,133,48,4,2,
73,120,463,2,71,45,0,2,
67,70,464,2,69,,3,0,
65,71,464,2,70,,3,1,
21,66,464,2,83,,0,0,
72,65,466,2,71,44,1,2,
66,73,468,2,136,42,1,0,
121,21,469,2,75,,1,2,
75,109,469,2,79,46,3,1,
70,79,469,2,65,,2,2,
120,77,469,2,69,80,0,1,
71,74,469,2,,,0,1,
68,67,469,2,81,43,3,0,
76,107,528,2,79,,4,2,
69,119,528,2,66,,1,2,
21,70,471,2,78,,3,3,
74,66,472,2,133,51,0,1,
107,72,472,2,155,69,2,1,
79,120,472,2,83,48,0,0,
121,71,472,2,77,,0,0,
73,69,472,2,64,45,0,2,
77,75,472,2,74,47,0,0,
65,76,473,2,66,,1,1,
67,119,473,2,80,,3,1,
109,68,473,2,67,71,0,1,
76,79,475,2,70,,0,0,
66,121,476,2,68,42,2,1,
119,109,476,2,75,79,1,0,
70,74,476,2,155,,1,0,
72,73,476,2,69,44,2,1,
120,107,476,2,,80,1,1,
71,21,476,2,81,,4,2,
69,67,477,2,136,,0,3,
75,65,477,2,64,46,0,3,
68,77,477,2,65,43,1,1,
21,120,479,2,133,,3,0,
66,71,480,2,71,42,2,1,
107,119,480,2,83,69,0,1,
79,75,480,2,78,48,3,2,
121,72,480,2,80,,3,1,
73,70,480,2,74,45,0,2,
77,69,480,2,67,47,4,1,
74,76,481,2,77,51,3,1,
109,67,481,2,20,71,4,0,
65,68,481,2,79,,0,1,
75,121,484,2,66,46,1,2,19000
76,66,484,2,64,,2,0,25300
119,79,484,2,71,79,1,0,15800
109,77,484,2,70,71,2,0,13600
70,71,484,2,75,,1,2,18500
72,21,484,2,77,44,0,0,17600
68,73,484,2,20,43,3,1,45000
120,74,484,2,81,80,1,0,18000
69,107,484,2,69,,1,1,15800
67,65,467,2,74,,1,1,16000
107,67,486,2,66,69,0,2,
74,68,486,2,136,51,1,3,
79,109,486,2,80,48,2,1,
21,76,486,2,20,,1,1,45900
66,120,486,2,77,42,0,0,34800
65,69,486,2,78,,2,0,38700
121,70,486,2,67,,0,0,14600
73,75,486,2,,45,1,2,9700
71,72,486,2,155,,2,0,12800
77,119,486,2,74,47,2,1,18800
89,82,363,3,114,56,2,1,24600
24,86,363,3,103,,2,0,37500
85,87,364,3,98,,0,1,36300
111,97,364,3,21,73,0,1,10000
84,90,364,3,127,53,2,0,6000
95,91,364,3,113,,2,0,20000
88,98,364,3,111,55,0,3,20800
122,23,364,3,115,,0,3,21300
22,94,364,3,112,,2,2,50000
110,123,364,3,123,,0,0,8300
123,122,366,3,101,,3,0,16000
90,85,366,3,23,57,1,3,27500
82,24,367,3,105,,1,4,23000
91,111,367,3,100,58,1,1,
94,95,367,3,22,60,3,2,12000
23,22,367,3,99,,1,3,43400
97,88,367,3,107,,3,0,35000
98,89,367,3,102,62,2,1,30000
86,84,367,3,121,54,2,0,9900
87,110,367,3,96,,2,1,22000
88,91,369,3,114,55,1,1,12600
85,111,369,3,111,,0,1,34800
84,97,370,3,113,53,1,3,11000
89,94,370,3,117,56,2,0,34000
95,24,370,3,96,,1,3,20500
98,86,370,3,21,62,3,1,37000
122,87,370,3,119,,2,3,21800
22,90,370,3,115,,2,3,44500
110,82,370,3,112,,2,2,10500
123,23,370,3,98,,0,2,26000
86,89,372,3,105,54,1,1,14500
24,84,372,3,101,,2,0,38400
87,123,373,3,127,,1,1,23500
111,88,373,3,123,73,1,0,14000
90,122,373,3,103,57,1,1,19000
91,22,373,3,,58,0,3,
94,98,373,3,99,60,0,0,15500
23,110,373,3,121,,0,2,42000
82,85,373,3,107,,2,1,18500
97,95,373,3,102,,0,1,30000
89,24,510,3,23,56,0,0,38400
122,88,368,3,117,,1,0,11400
94,111,368,3,139,60,2,1,13200
84,23,368,3,100,53,0,2,15000
95,86,368,3,115,,1,1,17000
85,91,368,3,112,,2,0,28000
98,97,368,3,98,62,3,0,30000
22,87,368,3,114,,1,1,37100
123,82,368,3,111,,0,0,12000
110,90,529,3,21,,1,0,
86,85,375,3,96,54,1,1,14400
24,22,375,3,113,,4,1,39200
82,95,376,3,103,,0,0,16500
111,123,376,3,121,73,1,5,14700
90,94,376,3,123,57,4,0,19700
91,122,376,3,102,58,1,2,4400
97,110,376,3,101,,2,1,25000
88,84,376,3,99,55,4,1,16000
87,98,376,3,23,,0,1,29000
23,89,376,3,22,,2,1,41100
84,87,379,3,21,53,2,1,10000
95,88,379,3,109,,1,1,18000
22,111,380,3,98,,2,0,40200
94,86,380,3,127,60,2,0,15200
89,90,380,3,111,56,1,0,22500
122,97,380,3,126,,0,3,14000
110,24,380,3,114,,1,2,14500
123,91,380,3,107,,0,1,16500
85,23,380,3,105,,0,1,72000
98,82,380,3,117,62,2,1,40000
24,98,381,3,102,,2,0,41000
97,85,381,3,23,,3,2,30000
91,90,382,3,96,58,1,0,5000
111,110,382,3,113,73,2,1,14500
84,89,382,3,115,53,1,1,9500
23,94,382,3,101,,2,0,41500
88,123,382,3,103,55,0,0,17500
86,87,382,3,100,54,2,1,13800
82,122,382,3,22,,1,0,18500
95,22,382,3,111,,2,4,19000
110,88,385,3,127,,0,0,8700
85,95,385,3,114,,1,0,33000
94,24,386,3,21,60,0,1,14000
90,23,386,3,112,57,1,3,24000
89,97,386,3,99,56,2,0,20300
122,111,386,3,105,,0,0,13000
87,91,386,3,96,,0,1,22500
123,86,386,3,123,,1,3,16500
98,84,386,3,107,62,1,0,25000
22,82,386,3,121,,2,3,36500
88,85,530,3,113,55,2,2,12300
111,98,531,3,111,73,1,0,14900
91,110,531,3,115,58,4,2,4000
84,122,531,3,122,53,2,0,9500
23,87,531,3,117,,3,2,41400
24,90,531,3,103,,2,1,38900
97,123,531,3,22,,1,1,16000
86,22,531,3,102,54,3,2,12100
82,94,531,3,96,,2,2,10000
95,89,532,3,98,,0,1,19000
85,84,388,3,123,,5,1,33400
24,23,388,3,23,,1,3,40600
122,86,389,3,121,,2,0,14000
90,82,389,3,99,57,1,1,19500
94,97,389,3,114,60,4,0,14300
89,91,389,3,127,56,4,1,21500
98,123,389,3,105,62,1,1,38000
87,111,389,3,101,,1,2,22800
110,95,389,3,100,,1,0,10500
22,88,389,3,112,,4,1,30600
91,94,392,3,140,58,0,0,13000
122,24,392,3,98,,1,6,22000
88,87,393,3,21,55,2,0,17000
84,82,393,3,117,53,2,2,9500
95,98,393,3,113,,2,4,20500
97,22,393,3,96,,3,2,49000
85,89,393,3,103,,1,3,50300
86,110,393,3,107,54,0,0,14500
123,90,393,3,21,,1,0,14500
111,23,393,3,102,73,3,2,
24,97,394,3,111,,0,0,38800
98,85,394,3,99,62,2,2,50000
90,88,395,3,105,57,3,0,19600
94,84,395,3,100,60,2,1,13000
89,111,395,3,112,56,4,1,22300
23,91,395,3,123,,2,2,40200
110,122,395,3,139,,1,0,9600
82,86,395,3,101,,2,2,14500
87,95,395,3,114,,3,1,32000
22,123,396,3,115,,2,0,23900
88,94,398,3,103,55,3,1,21000
111,95,399,3,117,73,0,1,14500
84,110,399,3,121,53,0,0,9200
122,22,399,3,21,,0,1,15000
87,90,399,3,107,,1,0,24000
123,89,399,3,102,,2,2,15500
85,24,399,3,113,,1,0,67000
91,98,400,3,22,58,0,1,16000
86,23,400,3,98,54,1,0,16100
97,82,490,3,127,,3,0,20000
94,85,401,3,111,60,1,3,16500
24,123,402,3,96,,3,0,40000
98,122,403,3,100,62,5,1,38500
90,111,403,3,22,57,2,1,19000
95,84,403,3,23,,2,4,16800
23,88,403,3,99,,1,0,42100
97,86,403,3,115,,2,1,29500
110,22,403,3,114,,1,3,9300
82,91,403,3,109,,4,1,17500
89,87,403,3,105,56,2,2,24000
111,86,406,3,127,73,2,1,12900
22,89,406,3,98,,4,2,41700
91,84,407,3,101,58,0,2,10000
88,24,407,3,112,55,0,1,22700
122,95,407,3,107,,2,0,14500
110,94,407,3,117,,1,3,9600
123,85,407,3,103,,2,4,15500
23,98,407,3,113,,2,1,41000
87,82,408,3,21,,0,2,21400
90,97,408,3,102,57,0,0,15500
82,88,409,3,100,,1,1,12000
97,23,409,3,114,,1,0,45500
89,110,410,3,23,56,4,1,22000
94,87,410,3,123,60,3,1,14000
84,22,410,3,99,53,1,0,10000
95,123,410,3,111,,1,1,21000
24,111,410,3,121,,3,0,39600
85,122,410,3,22,,4,1,42500
86,91,410,3,122,54,4,1,14500
98,90,410,3,105,62,2,3,25000
122,94,413,3,103,57,2,1,10200
91,24,413,3,102,54,1,3,8500
23,95,414,3,21,,1,1,41500
111,82,414,3,115,73,1,1,16100
90,86,414,3,101,57,1,2,19000
88,89,414,3,107,55,0,3,18500
87,97,414,3,113,,0,1,22500
110,98,414,3,112,,0,2,10000
123,84,414,3,98,,2,0,15000
22,85,414,3,96,,4,2,52000
94,123,416,3,99,60,0,0,15000
97,91,416,3,111,,2,1,30000
82,23,417,3,22,,3,0,29000
84,111,417,3,,53,1,0,8500
89,122,417,3,123,56,0,2,21500
95,90,417,3,98,,2,0,19000
24,87,417,3,105,,1,2,38600
85,110,417,3,127,,2,1,48000
86,88,417,3,117,54,2,1,13500
98,22,417,3,23,62,4,1,50000
90,84,420,3,121,57,4,0,20200
23,122,420,3,107,,2,0,39100
123,110,421,3,140,,3,2,10000
97,111,421,3,100,,2,0,29600
82,89,421,3,103,,3,1,16800
91,95,421,3,96,58,2,1,8500
86,24,421,3,112,54,1,1,19300
98,88,421,3,21,62,3,0,39000
94,22,421,3,102,60,1,0,20000
87,85,421,3,115,,0,0,25500
88,97,424,3,96,55,2,2,21400
24,82,424,3,98,,4,0,36600
89,98,426,3,99,56,1,1,21700
85,90,426,3,117,,2,1,44500
95,94,426,3,113,,0,2,16000
84,86,426,3,127,53,1,1,9000
110,87,426,3,101,,1,0,10000
122,123,426,3,114,,0,2,13500
111,91,426,3,23,73,1,1,12000
22,23,426,3,111,,1,1,42100
97,84,428,3,123,,0,1,24900
24,95,428,3,115,,1,1,36700
90,22,429,3,22,57,3,3,19100
94,89,429,3,107,60,2,1,13500
111,85,429,3,21,73,0,1,24000
86,98,429,3,96,54,1,2,25000
91,88,429,3,105,58,1,1,12500
87,122,429,3,109,,6,0,22300
82,110,429,3,100,,1,0,20000
23,123,429,3,121,,2,2,40100
22,91,431,3,99,,2,4,32800
123,87,432,3,113,,0,0,14000
98,94,432,3,127,62,2,0,40000
84,24,433,3,99,53,1,2,9000
88,111,433,3,102,55,1,2,23500
122,90,433,3,112,,2,3,13500
110,23,433,3,117,,3,1,15000
95,97,433,3,23,,3,2,19500
89,86,433,3,101,56,2,0,22500
85,82,433,3,105,,2,1,35200
24,89,434,3,114,,2,0,40500
97,98,434,3,111,,1,1,40200
86,95,435,3,100,54,0,0,11200
111,94,435,3,121,73,0,0,13600
91,85,435,3,22,58,1,1,16000
88,122,435,3,139,55,1,1,15000
87,22,435,3,107,,3,1,25000
90,110,435,3,123,57,1,1,21500
82,123,435,3,98,,1,0,15000
23,84,435,3,115,,3,1,37900
85,86,437,3,121,,2,1,33100
84,88,438,3,23,53,1,1,10000
22,24,438,3,96,,1,0,55000
123,111,439,3,99,,2,1,19000
94,90,439,3,101,60,1,0,14500
122,91,439,3,21,,0,2,12800
98,87,439,3,117,62,0,0,45000
95,82,439,3,127,,1,0,16000
89,23,439,3,113,56,4,1,27800
110,97,533,3,22,,3,0,8700
88,95,441,3,111,55,0,0,19000
87,84,442,3,,,2,0,21200
86,94,442,3,123,54,1,2,12800
111,22,442,3,112,73,2,3,14000
24,110,442,3,107,,3,0,27000
91,123,442,3,100,58,4,3,
23,85,442,3,114,,1,1,79300
82,98,443,3,102,,0,0,23000
97,122,443,3,103,,2,0,20000
90,89,534,3,115,57,2,1,17900
98,24,444,3,111,62,1,1,60000
85,97,445,3,113,,3,0,44600
123,88,446,3,96,,0,0,23500
110,111,446,3,23,,0,2,8800
90,91,446,3,98,57,3,0,19000
89,84,446,3,117,56,2,1,22000
94,23,446,3,99,60,2,3,13800
87,86,446,3,105,,1,0,21500
122,82,446,3,101,,0,1,12800
22,95,446,3,21,,3,1,35000
95,85,448,3,102,,0,2,22000
82,22,383,3,115,,1,1,20000
111,122,449,3,107,73,2,1,20000
24,94,449,3,22,,1,0,40000
84,98,449,3,96,53,2,0,10000
91,87,449,3,121,58,3,1,
88,110,449,3,103,55,1,2,18200
86,123,449,3,,54,4,1,12700
23,90,449,3,127,,0,1,39100
97,89,449,3,21,,0,2,25000
94,82,452,3,112,60,3,1,12000
90,24,452,3,99,57,0,2,34400
110,91,453,3,117,,0,0,8600
98,111,453,3,105,62,3,2,39000
122,84,453,3,114,,0,2,12000
