key_home,key_away,key_date,key_competition,key_referee,key_stadium,home_goals,away_goals,attendance
39,41,7,4,36,,1,1,27000
27,30,7,4,26,13,1,1,34700
28,43,7,4,29,14,1,1,23800
38,42,7,4,25,22,0,1,38000
26,32,7,4,34,12,3,1,35900
40,37,7,4,33,23,3,1,23100
31,36,7,4,24,16,1,1,39000
35,34,8,4,39,20,3,2,75200
29,25,8,4,30,15,0,2,15500
33,44,8,4,31,18,4,0,41800
25,33,13,4,25,,1,0,47200
36,40,13,4,35,21,2,3,60000
37,29,13,4,31,,0,0,22200
44,28,13,4,26,27,1,2,15900
43,38,13,4,39,26,0,0,25600
34,31,13,4,28,19,2,2,43600
41,26,13,4,32,24,1,0,34200
30,35,14,4,24,,2,2,23900
32,27,14,4,27,17,1,2,27500
42,39,14,4,34,25,1,2,41900
29,32,16,4,36,15,2,0,14000
37,38,16,4,24,,0,2,23100
39,28,16,4,39,,1,0,25500
26,27,16,4,31,12,2,1,35900
40,30,16,4,38,23,1,1,22800
41,43,16,4,25,24,1,1,34600
31,35,16,4,33,16,0,0,41700
25,42,17,4,32,,2,1,46100
34,44,17,4,34,19,1,2,43200
33,36,17,4,26,18,2,0,41800
36,37,18,4,32,21,2,1,60100
30,39,18,4,38,,2,1,23000
43,26,18,4,26,26,1,2,25600
35,40,18,4,34,20,2,2,75300
42,29,18,4,27,25,2,2,44400
32,41,18,4,31,17,1,1,28600
27,33,18,4,36,13,0,0,40100
38,34,19,4,39,22,2,0,40200
44,25,19,4,24,27,2,3,16100
28,31,20,4,30,14,0,0,21900
26,38,21,4,34,12,1,1,36000
37,44,21,4,29,,2,0,26900
33,32,21,4,30,18,2,0,41800
31,27,21,4,27,16,1,0,41500
40,43,21,4,37,23,2,1,25600
29,30,21,4,39,15,1,1,17100
41,42,21,4,33,24,1,2,34500
39,35,22,4,25,,1,2,27400
34,28,22,4,24,19,2,1,43300
25,36,22,4,31,,0,3,47400
36,41,24,4,34,21,1,0,60100
28,33,24,4,38,14,1,2,25800
38,39,24,4,30,22,1,0,35400
43,29,24,4,25,26,2,0,25400
32,25,24,4,26,17,2,1,26000
35,26,24,4,31,20,2,0,75200
27,37,25,4,39,13,0,0,40700
42,31,25,4,24,25,5,1,52000
30,34,25,4,32,,0,1,25200
44,40,26,4,35,27,2,1,15200
30,26,27,4,33,,4,2,20300
37,41,27,4,35,,2,2,26500
28,29,27,4,37,14,2,1,24400
44,38,27,4,25,27,2,2,16100
43,27,27,4,38,26,1,1,23700
35,32,27,4,24,20,2,1,75300
31,39,27,4,32,16,2,0,36500
36,42,28,4,26,21,0,1,60100
40,25,28,4,30,23,0,2,23000
34,33,28,4,39,19,2,0,44200
39,37,110,4,31,,3,2,26400
26,31,110,4,39,12,1,1,35800
